,BH2_FDSW220017122-1r,BH4_FDSW220017124-1r,BH6_FDSW220017126-1r,BH8_FDSW220017128-1r,BH10_FDSW220017130-1r,BH12_FDSW220017132-1r,BH14_FDSW220017134-1r,BH15_FDSW220017135-1r,DD1_FDSW220008388-1r,DD3_FDSW220008390-2r,DD5_FDSW220008392-2r,DD7_FDSW220008394-1r,DD9_FDSW220008396-1r,DD11_FDSW220008398-1r,DD13_FDSW220008400-2r,DD15_FDSW220008402-2r,DY2_FDME210438600-1b,DY3_FDME210438601-1r,DY6_FDME210438604-1r,DY7_FDME210438605-1r,DY10_FDME210438608-1r,DY11_FDME210438609-1r,DY13_FDME210438611-1b,DY15_FDME210438613-1r,LYG1_FDME210455382-1r,LYG3_FDME210455384-1r,LYG5_FDME210455386-1r,LYG6_FDME210455387-1r,LYG7_FDME210455388-1r,LYG11_FDME210455392-2r,LYG13_FDME210455394-1a,LYG15_FDME210455396-1a,NB1_FDME210455352-1r,NB2_FDME210455353-1r,NB4_FDME210455355-1r,NB6_FDME210455357-1r,NB7_FDME210455358-1r,NB11_FDME210455362-1b,NB12_FDME210455363-1r,NB15_FDME210455366-1r,SY1_FDME210455397-2a,SY3_FDME210455399-2a,SY7_FDME210455403-2a,SY9_FDME210455405-2a,SY11_FDME210455407-1r,SY12_FDME210455408-1r,SY13_FDME210455409-2a,SY15_FDME210455411-2a,ST1_FDME220007465-1r,ST3_L1,ST7_FDME220007471-1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463-1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471-1r,XM2_FDME220007436-1r,XM4_FDME220007438-1r,XM6_FDME220007440-1r,XM8_FDME220007442-1r,XM10_FDME220007444-1r,XM12_FDME220007446-1r,XM14_FDME220007448-1r,XM15_FDME220007449-1r,YC1_FDME220007405-1r,YC3_FDME220007407-1r,YC5_FDME220007409-1r,YC7_FDME220007411-1a,YC9_FDME220007413-1r,YC11_FDME220007415-1r,YC13_FDME220007417-1r,YC15_FDME220007419-1r,ZH1_FDSW220008784-1r,ZH3_FDSW220008786-1r,ZH5_FDSW220008788-1r,ZH7_FDSW220008790-1r,ZH9_FDSW220008792-2r,ZH11_FDSW220008794-2r,ZH13_FDSW220008796-2r,ZH15_FDSW220008798-2r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
JS_LYG_contig_11827615||full_1,2.253820149,1.801083694,3.794686516,2.268769341,2.245218079,1.470647998,1.483999935,2.552618657,0,0.114929121,0,0.123042094,0,2.122574969,0,0.130706585,0.330961492,14.41255526,0,0,0,0,0,0,21.34127028,16.18656202,10.02843454,18.8422412,19.31590725,14.88962291,0.966968996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.993639804,5.868100356,7.506822395,8.037121998,6.988830562,6.245287062,5.17692774,4.240183872,3.804121266,2.942291733,3.863681594,2.257492582,5.542498923,2.041114122,3.111166687,0,57.70294947,62.37130686,56.77416654,67.81695746,73.8301848,56.06878458,71.10337479,89.92216515,0.575163028,0.260852133,0,0.077062314,0.50023959,0,0,0,2.678639791,3.468538644,2.892074102,3.629933984,1.361281003,0.390368069,1.247025009,0,13.50192906,32.39649345,65.78674205,21.15936488,30.34715308,39.25417216,56.08309611,42.35102206
JS_LYG_contig_1186682||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.324760574,15.31623538,7.292627481,16.61512927,9.601052361,12.21993005,0,0,1.324186403,1.356148637,1.181856037,1.812098079,1.419530709,1.084368634,2.082843435,1.341816306,0,0,0,0,0,0,0,0,0.161813488,3.713912504,1.187941108,1.015850973,0.080633537,0,0.362012839,0.836346172,7.060539195,11.27842756,11.55825897,11.31977968,8.351544908,6.270885081,14.1079937,7.545410445,3.76746544,6.071480281,5.507943375,9.846520006,7.060936813,8.107593102,5.410730712,5.260831617,2.047225869,1.520417465,0.45042665,1.222546563,0.73186004,2.653231542,3.488759172,0.914521486,0,0,0,0,0,0,0,0,19.3818618,14.82361576,10.31796896,11.08126728,12.86298068,11.4056953,12.23045263,12.7177058
JS_LYG_contig_1189360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9544118,20.56187342,8.950700249,3.445513505,2.444992281,11.11407875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170674432,0,0,0,0,0,0
JS_LYG_contig_11942286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.189309591,0,0.749630518,0,0,0,0,0,0,9.496540969,13.20185619,185.0272302,0.386915781,6.086953381,358.8565526,0.947847147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201941352,0,0,0,0,0.351947025,0.036467913
JS_LYG_contig_12013242||full,11.11851083,12.77362568,0.844042549,0.86223717,13.3756647,4.330033651,20.71944743,17.45108244,1.710754093,2.705393269,5.278794334,2.055554665,1.811759768,1.753188385,1.128045369,2.512360138,0,0,0,0,0,0,0,0,57.16682693,51.96921988,60.34746692,34.49929923,28.69525593,107.7724835,46.33060413,39.31461065,1.445951932,0,1.847137439,0.510096305,2.080256083,1.312125984,1.16393049,0.533171555,0,0,0,0,1.26135416,0.027771742,0.017573772,0,9.058520917,7.957734139,6.723758528,8.638993854,5.3545879,4.853792132,5.157399372,4.994437905,12.01182775,11.19626581,11.54996207,12.08942383,10.08748941,14.25496708,10.34081247,22.10725736,38.1851572,30.15222665,49.29802963,25.95224093,32.77215385,27.68500461,64.98490832,35.41397278,0,0.032140615,0.262068718,0.021879292,0,0,0,0.39001765,0,0,0,0,0.088288964,0,0.003266394,0,12.67984739,16.26133207,10.67617657,20.27633873,9.098618645,19.03717153,15.78093953,19.97249424
JS_LYG_contig_12114177||full,0,0,0,0,0,0,0,0,4.932931089,9.826427377,9.883321231,10.48121914,11.42502293,19.60374076,8.72513551,22.91967871,6.421469563,18.0815377,0,0,0,0,0,0,9.87127209,15.43809805,3.771375638,12.86066478,12.67835122,0.8241148,15.03474949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.392031309,4.393886635,3.427362115,2.613234768,3.335861778,6.171840968,7.472639781,1.984903729,4.447819983,8.614297329,6.028870155,15.35376772,9.508993212,11.11523984,7.756270213,11.56199143,0.677515503,1.361978604,1.32733629,2.502574996,0,0.101724409,0,0.334603323
JS_LYG_contig_12136950||0_partial,0,0,0,0,0,0,0,0,2.26283317,4.491120783,3.902401491,1.705533647,2.585567481,1.654399704,0.997000858,1.028482074,0,0.777898563,0,0,0,0,0,0,32.94932268,45.09274295,43.52356951,37.25737417,26.82557767,43.97280238,19.14633974,3.02767383,0.164685334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38629173,1.441967943,0,1.416777157,1.031075223,1.288602,3.042798555,1.178663452,0,0,0,0,0,0,0,0,18.11390123,22.07102358,22.69409298,21.38936239,19.54919553,21.31996793,22.93379657,21.99697721,0,0,0,0,0,0,0.082342044,0,0,0,0,0,0,0,0,0,5.990451621,6.621867433,24.08227762,9.451514908,7.347900865,7.596937674,8.761714558,7.643907817
JS_LYG_contig_12373423||full,0,0,0,0,0,0,0,0,0,0.92610227,0.20086752,0.163684032,0.332188577,0.195174272,0.445679637,0.524222904,0,0,0,0,0,0,0,0,5.113807478,12.69352028,5.701072944,8.776359633,5.995218241,13.4952589,0.571542113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136011921,0,1.714814902,0.66940796,0,0.061226325,0.164545242,0
JS_LYG_contig_12780383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.710937122,14.7069018,10.30829219,2.752819821,3.911010098,14.63980369,2.112660879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337586607,0,0,0,0,0,0
JS_LYG_contig_12814085||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472898751,3.829739533,11.06579104,0,0,21.68158974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_12968421||full,0,0,0,0,0,0,0,0,23.1545762,29.66042111,19.56837171,21.1247335,31.9779979,17.09752121,28.4548495,11.97568379,0,0,0,0,0,0,0,0,6.19715813,5.487960699,12.25906298,18.58688345,18.73594324,14.13189484,3.13532241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549479328,1.068851763,0.609946011,0.111085018,0,0,0,0.187395473
JS_LYG_contig_13028275,0,0,0,0,0,0,0,0,3.327773996,1.238787353,2.525204286,12.88277731,6.456697526,10.1524513,8.176855896,18.93058013,0,0,0,0,0,0,0,0,37.98196722,15.13991762,12.07027604,0,3.808563745,21.10310679,0.557350136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_13158671,0,0,0,0,0,0,0,0,0.238054546,0,0,1.49746172,0.195093127,0.218147989,0.625604393,0.946303469,0,0,0,0,0,0,0,0,11.74787358,36.82310842,5.013258481,0,0,11.11912717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_13161309||full,0,0,0,0,0,0,0.317185654,0.165756136,1.565658603,2.363020001,0.608705931,3.268597286,1.355012809,3.994275063,1.223437467,2.285320456,0,0,0,0,0,0,0,0,5.385198149,9.871889563,12.65820126,6.271536478,4.828226568,15.30597074,6.187034351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221624856,0,0.189866098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938140604,1.640412241,0.64844953,0.608102691,0,1.061570734,0.805786053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_13227213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571259027,7.778935453,23.21740068,1.000317775,0,19.94900913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_13531560||full,0,0,0,0,0,0,0,0,1.982552286,1.457251153,2.539043367,1.405345649,3.177966475,0.976157102,2.089181805,0.846439794,1.493066129,12.51938937,0.059743977,0,0,0,0,0,17.59196608,12.97595663,12.90873669,6.378018583,7.439713127,4.296338328,7.690389975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055287512,0,0,0,0,0,0,0,0,22.75984597,29.94896116,26.21079657,22.03565108,20.80011335,24.80495161,23.26009723,26.23115532,0.118061711,0.728406775,0.845254839,0,0,0.029522551,0.162384794,0.117656433,0,0,0,0,0,0,0,0,1.112121418,1.075744097,5.058382472,0.774005646,0,2.44527645,0.696719039,0.634731165
JS_LYG_contig_13774237||full,0,0,0.037456475,0,0,0,0,0,0.88110759,2.161555983,1.588061947,2.582593405,1.463432474,0.164625902,2.784386635,2.554882022,0,0,0,0,0,0,0,0,6.460474293,5.674644966,6.795878953,8.99033727,4.198155026,8.263825889,3.291351497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.881009983,0.339496302,0.100582503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187841867,0.313481449,0.557221173,0,0.302955197,0.369395212,0.14762446,0.130270325
JS_LYG_contig_13843339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29143872,11.81831022,1.311436633,7.220320048,3.157738178,1.275853576,13.96511861,9.904990832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_1390819||0_partial,0,0,0,0,0,0,0,0,44.5098782,20.38015038,43.92159124,36.57768498,33.23019033,51.68508727,43.65166576,41.45098229,0,0,0,0,0,0,0,0,30.20955452,62.25706874,61.0729691,45.67479442,61.9270307,102.8007108,110.0372626,40.77714926,3.132826742,0,0.559598563,1.957057623,1.911673672,0.826443721,1.140666455,0.958598313,0,0,0,0,0,0,0,0,0.255472877,0.822556267,0.448214092,0,0,0,0,0,0,0.503919587,0.753497247,0,0.204447413,0,0,0.428175881,1.887376032,0.527497675,2.001520658,1.295185423,0.701148284,0.311544516,1.670863744,0.923271967,5.541561526,4.157677441,6.394530126,4.864325847,4.519764719,5.225549607,6.27347588,8.491733505,0,0,0,0,0,0,0,0,13.50009815,17.10536151,0,15.06365206,7.902684338,10.66210404,8.850440928,10.63164873
JS_LYG_contig_13988864||full,0,0,0,0,0,0,0,0,0,0,0,0.033378119,0,0,0.187927669,0.862794161,0,2.316309941,0,0,0,0,0,0,31.30507728,8.058318413,5.164654522,2.479273657,7.557341059,0.896519209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824731968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391642995,0.171009123,2.687018693,0.83267035,0,0.505320621,2.259445824,1.075225138,0,0,0,0,0,0,0,0,0.650960214,0.469602686,7.195777224,2.99568026,1.889073563,2.516936064,1.893053899,0
JS_LYG_contig_13995513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.22212862,23.61526216,33.53507145,11.08491068,7.342165577,39.77639369,20.22466256,14.55449298,0.352464725,0,0.76507585,0.844890391,0.872342734,0.75073862,0.764117891,0.759788892,0,0,0,0,0,0,0,0,0.59287974,0,0,0,0,0,0,0,1.724313577,1.763355225,2.426464993,1.760567613,2.44581395,7.733396898,0.855329324,2.919181189,1.612469815,3.551813231,1.145590955,1.169347676,2.045618737,3.633687016,1.269876211,2.243841364,5.747455509,3.070909853,3.006510761,4.126379888,3.356164003,7.627287915,6.049638339,4.771309377,0,0,0.595030946,0,0,0,0.059134,0.064136785,13.0962422,12.2287284,5.323659763,8.995765808,2.399284799,2.251894177,2.464665363,4.580371108
JS_LYG_contig_14008938||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.2568418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_14097458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06315589,28.84616426,0,4.058380984,0.334197375,1.218709912,0.288114657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491398376,6.004024268,4.758962728,4.158097144,1.651171979,3.617844525,1.182737471,1.200549131
JS_LYG_contig_14257807||full,0,0,0,0,0,0,0,0,0.398340551,0.3507575,0.781021729,0.318343275,0.816185591,0.00823429,0.581314516,0,0,0,0,0,0,0,0,0,11.70555548,13.87431584,14.89659064,13.02698108,5.561036628,12.64840432,5.060182565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.519367886,0.712317953,0.689815745,0.710466861,1.290462653,1.76765511,1.630918648,1.755225498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312211356,0.675154505,5.968095308,1.222024071,1.820564306,2.214194227,1.821652594,0.874267273
JS_LYG_contig_14342098_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512043719,0,0,0,0,0,0,0,0,9.316659763,9.027247909,19.01007152,7.377190887,7.446402102,30.44894395,2.179237186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144245469,0,0.40857366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_14472843||full_1,0,0,0,0,0,0,0,0,0,0,0.911460598,0,0,0.54273604,1.131652864,3.01836272,0,0,0,0,0,0,0,0,5.394019977,17.3608972,13.18607531,14.12306508,3.681179996,2.695487555,12.10381403,0,0.029090085,0.049065353,0,0.052182459,0,0.038506344,0,0,0,0,0,0,0,0,0,0,0,0.928290334,0,0,0.056232312,0,0,0.102143127,0,0,1.027449502,0,0,0.034011564,0.00527923,0.450881221,0,1.985803948,0,3.061267984,4.399233866,1.27310951,2.657409877,1.04600984,0.535809801,0.054761545,0,0,0,1.055216565,0,0,0,0,0,0,0,0,0,0,4.546268132,7.951990357,0.046861109,1.814930946,0,0.076422904,4.371033985,0.439779093
JS_LYG_contig_14589668||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.35967347,53.28405527,33.2793894,16.18396314,24.98473411,49.6707086,11.68083102,2.212289971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080247129,0,0,0,0,0,0
JS_LYG_contig_14857322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52553696,37.84345445,46.21977987,0.434291317,23.54138451,97.13105038,7.032086554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226874201,0,0,0,0,0,0.244976639,0
JS_LYG_contig_14871222||full,0,0.337753817,0,0.265588212,0,0,0,0.304753175,13.19227663,7.907967139,17.14466338,7.150931151,10.0973152,10.73818733,7.680296227,5.435551326,0,0,0,0,0,0,0,0,26.6142952,19.75634968,23.77304648,17.08880295,11.23953177,16.51853984,11.79642834,0,0,0,0,0.092813515,0.838326591,0,0.311793061,0.187803026,0,0,0,0,0,0,0,0,0,0.527271697,0,0.825603711,0.196111209,0,0.580235049,0.867410369,1.569847465,1.382758901,2.857527671,2.295000605,0.85941175,2.566849096,1.330040291,0.248467667,1.612888849,3.019240822,1.864885149,2.702476848,1.838930785,1.669437237,1.598174734,1.587673659,0,0,0,0,0,0,0,0,0,0.105298187,0,0,0,0,0,0,9.955506557,5.512729323,3.405859834,2.861808463,1.346451015,4.528486802,5.738449311,6.405426317
JS_LYG_contig_14898619||full,0,0,0,0,0,0,0,0,1.252286437,3.988890001,2.317129677,2.418168069,2.848434206,5.421172909,2.574762235,8.386425607,0,0.453251173,0,0,0,0,0,0,4.75417063,9.740363985,1.156356569,10.50304723,5.766304296,5.55084431,10.79902184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.753840406,5.358045378,16.81088235,7.172734939,0.893635307,0.406944572,0.962941922,6.323686455,0,0,0,0,0,0.027394096,0,0,0,3.882200233,4.593949492,6.748369788,8.252886033,3.01942811,2.078171752,3.859080969,17.58430372,10.56019847,15.06928726,15.79592219,11.45119984,12.21592258,21.3725684,16.07920285,5.376144823,6.835049511,5.718553777,10.64785655,7.068119864,6.275706102,7.109591103,4.817710694,0,0,0,0.59178851,0,0,0,0
JS_LYG_contig_14928275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.242072132,14.86538906,192.5948609,0.16327389,2.054107402,315.2686361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_14991540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43358992,14.48070601,25.11198124,3.393744624,6.553986331,34.95034566,3.857083407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595127275,0.960736262,0.457236396,1.123433549,0.906331399,2.992389802,1.319788296,0.939217674,0,0,0,0,0,0,0,0,3.151426222,3.810624105,7.121891724,1.747759443,0.789119331,0.723587415,0.60232249,0.755625532
JS_LYG_contig_14999829||full,1.944770792,3.02954361,3.772418289,1.654920803,1.794064561,4.842396974,6.458779861,2.878287704,3.803271964,4.607772553,1.338747551,0.952762191,3.618730881,5.66314819,5.038156387,4.535531347,0,0.844904094,0,0,1.085481405,0,0,0,9.80708132,7.601619688,2.379948568,14.03201699,12.05402282,0.326415559,14.2577,0.054410858,50.58530735,21.53018817,43.26319914,51.62376229,52.36982796,47.58254977,46.9322626,38.85910703,0,0,0,0,0,0,0,0,26.93708997,36.63731228,23.72726493,23.33128416,11.27477676,5.236044745,10.57882342,13.86179285,30.44591292,21.95014817,23.77226379,12.73406614,46.42977501,33.38308771,39.05080841,13.93291915,18.39011771,20.16836378,18.70545485,19.10063608,21.37239457,15.0994373,12.0448615,20.62708931,66.30677399,56.10535542,55.03628153,57.3421204,50.44307755,74.2121185,71.46243017,56.26321731,16.63366058,51.76187836,31.85226089,52.04831241,45.86811413,45.59907112,36.32339272,37.68179039,18.8585146,24.33195194,21.96276176,34.95930502,30.36571148,23.68930672,28.64782842,24.28139519
JS_LYG_contig_15185066,0,0,0,0,0,0,0,0,1.671194219,1.457711299,1.524723891,3.418416214,1.809860201,1.71423972,3.940413777,1.287062448,0,0,0,0,0,0,0,0,4.909634594,2.614293323,8.144281571,6.908509486,14.74477558,4.871953831,19.83996635,2.211016149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424054712,0.673826934,6.551423815,0.661150344,4.428296662,3.601757494,2.738772461,3.331217113
JS_LYG_contig_15224103||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.835889368,5.056290871,23.40679531,0,0,63.88913333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_15505254,0,0,0,0,0,0,0,0,15.72022934,34.86392325,27.12265871,12.23856634,24.13586078,20.00306354,13.53416492,18.49981982,0,0,0,0,0,0,0,0,140.5598097,16.43993812,4.23040263,7.613754899,0.66330967,4.432803461,43.31420786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123351217,0.125442624,0.368055271,0,0,1.140414215,0.482862725,0.561753546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261757017,0,0,0,0,0,0
JS_LYG_contig_15668218||full,2.097246302,0.459992892,1.099340098,2.128642943,1.852790394,1.19610078,2.47512362,3.470705011,19.28246335,14.62275983,20.24619223,13.57142957,16.90652215,10.77271186,12.47460002,11.84853191,0.082663913,1.595477633,0,0,0,0,0,0,17.29489534,16.76500668,20.63694511,16.53311889,7.483922407,22.09407219,7.136721134,7.981528938,1.773187161,0.075069793,0.651050598,1.334308518,2.206050261,1.210920711,1.464845271,0.120152592,0,0,0,0,0,0,0,0,2.226800499,2.461819518,0.85266699,4.373513854,1.391619565,1.900138045,3.566930301,4.142358515,0.741528406,0.070464403,0.551192699,0.391326894,0.261300756,1.113603634,0.742294706,0.155965299,1.840852338,6.916039122,3.719085442,2.720683095,3.097908437,2.837046969,1.242837907,3.43731729,0.891331889,1.322754694,1.043735774,0.179186446,0.177436513,0.956004485,0.760952066,0.060648532,0.430843627,1.735864683,0.29379685,0.734310801,0.737295054,0.177099768,1.461017429,1.075498313,0.764755912,1.553095773,5.112017822,1.758519641,1.070731709,1.173764529,1.643516366,0.688576727
JS_LYG_contig_15675118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.06409317,10.55348242,5.402672554,16.59503542,13.77817267,0,1.026549439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_15821115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.95737882,40.15714804,24.50819359,9.610431037,2.687565503,20.88328124,0.597011419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_15896126,0,0,0,0,0,0,0,0,72.54920998,7.997436508,38.36794847,12.32983043,13.92705741,6.176174172,24.82767022,0,0,0.518791126,0,0,0,0,0,0,10.93174415,5.047980633,9.659119153,0,0.377529261,31.17357884,0.467597451,13.04956264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002246418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10472806,0.050920913,0,0,3.681504578,0.080762098,0.001581923,1.031268297
